School Name,Schools With Bus Stops More Than 0.5 Miles away
Legacy Academy (K-8),3.5034490641227505
Cal Aero Preserve Academy (K-8),2.362158214312018
Dr. Augustine Ramirez Intermediate,2.354444420473358
Lyle S. Briggs Fundamental (K-8),0.6343444796242781
Woodcrest Junior High,0.6192108133078917
